content,stars,title
"Reservei pelo site Melia.com, no dia com melhor preço. Ótima localização. Quando fiz a reserva não tinha disponível cama de casal, mas no check-in o atendente teve a gentileza de nos conseguir um quarto com cama de casal. Aliás, a cama é muito confortável e há até um menu de travesseiros. O banheiro é espaçoso, mas o chuveiro deveria ser trocado pois os jatos não estão mais tão bons quando se é novo e a porta precisa de manutenção pois não fechava. O quarto é grande e conta com mesa para trabalho de bom tamanho. Café da manhã excelente com muitas opções. Cofre no quarto e estacionamento no hotel, mas pago a parte. Resumindo, uma boa experiência com ótimo custo/benefício.",4,"Boa estrutura, mas precisa modernizar"
"Funcionários bastante atenciosos, tive uma boa recepção ao chegar, quarto bem espaçoso, local muito limpo e organizado, a localização é bem estratégica, participei de um treinamento no hotel, tivemos um suporte excelente durante todo o evento.",4,"Equipe eficiente, hotel bem conservado."
"Considero o hotel com localização muito boa, instalações conservadas e equipe muito eficiente. Só faço observação pelo tempo de check out, que devido ao número de pessoas saíndo, outras entrando (check-in) e pequena quantidade de servidores, demorou um pouco, mas nada que venha a comprometer a pontuação geral do hotel.",4,"Muito bom, mas pode melhorar"
"Olá Maria de Fatima, ",5,Hotel excelente mas precisa de ajustes
"Olá, muito obrigada pela sua avaliação! Que bom que você gostou da sua estada e desfrutou das instalações e serviços do Grand Club! Realmente o club faz com que a estada seja ainda mais especial  :) Volte sempre, estamos te esperando! Mariana",5,Hotel Perfeito!
"O atendimento é excelente, o café da manhã é muito farto com tudo delicioso e os quartos são bastante espaçosos. Destaque para as camas, bem confortáveis. No entanto, tudo é muito antigo, dos móveis ao piso, com direito a bidê em alguns banheiros (conheci três quartos). O ar-condicionado de um desses quartos fazia um barulho um tanto alto e não esfriava como deveria. Considerando o todo, a localização, café da manhã e atendimento, recomendo e voltaria ao hotel, mas ele necessita de reformas até mesmo para justificar os preços. ",4,"Hotel muito bem localizado, dependências amplas e limpas."
"Prezada Marlise S, ",5,Atendimento realmente diferenciado!
"Prezada Sra. Sarah A, ",5,Excelente Opção em São Paulo
"Prezado Sr. Gouvea, ",5,Só não entendi porque o depois foi debitado do meu cartão!
"Ficamos muito felizes com seus ótimos comentários e que tenha ficado encantada com o hotel. Esperamos que possa retornar em muitas outras oportunidades. Atenciosamente, Jorge Castelo - Gerente Geral.",5,Encantada!
"Ficamos muito felizes com seu comentário destacando nossa localização, estrutura, café da manhã e quarto. Estaremos à disposição sempre que necessitar. Atenciosamente, Jorge Castelo - Gerente Geral.",5,Excelente!!!
"Prezado Hóspede, ",5,Estadia perfeita em São Paulo
"Sr Gustavo,",4,"Hotel limpo, funcional, equipe prestativa."
"Sr Brigido,",3,Bom hotel mas atendimento regular
"Prezado hóspede,",4,"Bem localizado, perto de restaurantes e lojas, central"
"Hotel com grande confortável e ótima localização !! O café da manhã delicioso e com grande variedade, frutas, pães e frios !! Quartos limpos e organizados, acesso a internet com muita qualidade. Funcionários atenciosos e prestativos. ",2,Decepcionada
"Sra Andrea,",5,ótimo hotel !!
Prezado EdivaldoM4,4,Congresso
Prezado DF_OJr,3,Mediano
Prezada Viviane N,2,Desatenção com o cliente
Prezado Rodrigo G,5,Tudo bom
Prezado Wallace C,5,Muito bom!
"Prezado sr. Vinicius, Obrigado por compartilhar sua opinião conosco e com os demais viajantes. Ficamos muito felizes em saber que nossa localização, café da manhã e também nossa estrutura contribuíram para sua estada conosco. Para nós será um enorme prazer poder recebe-lo novamente. Até breve! Sergio Luppi – Gerente Geral",5,Excelente localização
"Prezada Sra. Priscilla,",5,Melhor hotel de São Paulo!!!!
"Foi uma boa noite, quarto bem arrumado, produtos de cama e banho de qualidade; O carpete deveria ser lavado e o frigobar deve passar por manutenção. Seria de muita utilidade ao cliente ter um guia impresso dos canais da tv.",4,Avaliaçao estadia 16/09 - 21/09
"O hotel eh muito bom, porém, o quarto poderia ter piso de madeira e o acesso ao box do banheiro mais amplo.Tive um descaso na chegada onde além da demora para pedir um lanche minutos depois fui informado que não havia carne no restaurante, o que fez com que pedisse pedisse outro prato e com valor superior.Academia está ótima, porém, uma das esteiras não estava funcionando, o banco de abdominal estava sem o pino para ajusta-lo para declinado e o burrifador de ar tem cheiro muito forte já que o ambiente fica fechado.No mais, voltaria a se hospedar.",5,Conforto e atendimento
"Msm morando em SP, vale a pena se hospedar!Destaco os recepcionistas q realizaram meu check-in Fernando e Kaytlin. Ao mensageiro Fernandes pela simpatia e o recepcionista Jorge q realizou meu check out! Entre todos da equipe, atendimento nota 10!!!",4,OTIMO DESCANSO
"Apesar de ter gostado muito da estadia do hotel , que tem funcionários educados e instalações muito boas , fiquei extremamente decepcionada ao fazer meu check out.Fiz a minha reserva por um aplicativo e em nenhum momento havia informação de que não teria café da manhã . O hotel por sua vez , nunca me informou esse fato. O e-mail com tal informação só chegou pra eles e não pra mim ! Ao sair,  fui surpreendida com uma conta exorbitante de café da manhã! Não tive opção de decidir se iria ou não consumir ! Fiquem atentos quando forem se hospedar! Lamentável ter essa chateação ! ",5,Hotel de Qualidade 
"Olá Sr. Paulo,",3,Banho frio!
Olá Sr. Anderson,4,Muito Bom
Olá Sr. Thales,5,Fantástico
"Muito bom hotel, apesar de estarem reformando a recepção. ",3,Custo e benefício 
"Adorei a limpeza e arquitetura do hotel. A proposta é bem legal! Com um restaurante na frente do hotel de ótima qualidade que faz uma espécie de proteção pra o hotel. Os quartos limpos e modernos. Só achei estranho a pia do lado de fora do banheiro, mas não incomodou, só é diferente. Super indico! Voltaria lá.",4,Hotel moderno
"A localização é muito boa para quem viaja a negócios, com metrô bem próximo (450mts). O hotel tem instalações bem amplas e o quarto é bem espaçoso. Dispõe de frigobar, TV, sofá e cama queen com um bom colchão. O sinal de internet é ruim e lento. O banheiro também é espaçoso e o jato de água do chuveiro é bom, mas o da pia é fraco. O café da manhã é excelente, com muita variedade. Todos os profissionais são extremamente simpáticos. Pela avaliação até aqui, teria dado nota máxima. Aí vem o porém do estacionamento com manobristas, que independente de ser terceirizado, é oferecido pelo hotel. Como tive itens subtraídos de meu carro, dou nota zero, ficando a avaliação na ""média"". Ainda que esteja explícito que o estacionamento não se responsabiliza por itens deixados no interior do carro, não faz muito sentido você levar para o quarto chave de roda, macaco, estepe e quetais.....",5,ÓTIMA LOCALIZAÇÃO E ATENDIMENTO
"Já havíamos estado no NOVOTEL há alguns anos. Posteriormente, como não conseguíamos boas tarifas, optamos por outros hotéis na mesma região. É fato que a localização é excelente, bem central. Distância à pé da famosa Rua Avanhandava, com ótimos restaurantes; também a curta distância à pé do Theatro Municipal; próximo ao Shopping Frei Caneca. Próximo a estação de metrô. O hotel é um clássico de SP, sob administração da marca NOVOTEL. Funcionários cordiais, porém achamos a espera para checkin um pouquinho demorada, cada balcão tinha dois funcionários atendendo a apenas um checkin cada; como se estivessem em treinamento. Ficamos num quarto triplo, com 3 camas de solteiro. Boa cama, boas roupas de cama e travesseiros. Banheiro bastante amplo e com amenidades. Frigobar e TV a cabo. Recomendamos ao hotel rever o controle da TV do apartamento 1018, pois tínhamos que, praticamente afundar os botões para dentro do controle para funcionar. Nossa tarifa promocional, conseguida diretamente no site da ACCOR incluía café da manhã. O café da manhã é muito bom, mas não é extraordinário. Bastante completo, mas, pelo nível do hotel, faltam algumas opções como salgadinhos, salames no bufe de frios, opções de queijos além de prato e frescal. Mas a oferta é muito boa e satisfatória. Dispõem de wifi grátis em todas as áreas. Possuem restaurante próprio que atende no horário do jantar. Oferecerm gratuitamente o serviço de guarda de bagagem o que permite ainda dar umas voltas pela cidade após o checkout.",5,Surpreendente
"Olá Rodrigo, agradecemos a sua recomendação para o nosso hotel! Sua avaliação nos motiva a aprimorar ainda mais os nossos serviços aos hóspedes. Agradecemos os elogios para o atendimento da nossa equipe, o serviço de limpeza e a nossa localização privilegiada. É um prazer atendê-lo. Seja sempre muito bem-vindo! Atenciosamente, Relacionamento com o Cliente.",4,Conforto e ótima localização
"Hotel ao lado do shopping Ibirapuera, bom atendimento, bom café , faça o checkout com antecedência pois as vezes fica lotado . Para quem detesta barulho, ele fica na rota do Aeroporto de Congonhas , dai a partir das 6:00 horas o barulho incomoda.",5,Conforto
"Eles são excelentes, atendimento, quarto, café da manhã e de fato o preço é justo. De frente a praia acordar com o som do mar, definitivamente é algo que vale-se a pena. Com toda certeza é um hotel no qual me hospedarei novamente.",3,A limpeza e arrumação do quarto precisam melhorar
"Olá Carlos, obrigado por compartilhar a sua experiência conosco! Para nós é gratificante saber que os nossos serviços contribuíram para uma estada agradável. Será um prazer recebê-lo em uma próxima oportunidade. Atenciosamente, Relacionamento com o Cliente.",4,Hotel em SP
"Hotel muito bom, bem localizado, mas a limpeza e arrumação do quarto precisam melhorar. Quando cheguei ao hotel, o controle da TV não estava no quarto e, ao procurar o controle, acabei encontrando embalagens de biscoito e preservativos sob o forro da poltrona. Informei o ocorrido na recepção, mas durante os dois dias em que estive hospedado, não efetuaram a limpeza.",2,Insatisfação
"Olá, Elonei!",5,"Excelente localização, atendimento e serviços."
"O hotel é  bem localizado e  limpo. Os funcionários são  atenciosos  e prestativos.  Gostamos do café da manhã, bem gostoso e com  bastante variedade.  Da piscina  avista-se  o mar, mesmo estando um pouco longe. Wifi bom.   Vale a pena  pelo custo benefício. ",3,Visita informal
"O Merlin já teve seus tempos áureos, mas não perdeu a majestade. Saudades do bom restaurante que hoje já não é mais o mesmo e do bar com um belo drink e ouvir um bom piano. Mas continua um hotel com pedigree para os saudosistas e menos exigentes. O conforto nos quartos continua bom. ",5,Hotel muito bom
"Muito boa recepção e não deixou a desejar.O ponto negativo foi o café da manhã ser retirado as pressas deixando um grande desconforto ao hospedes que chegaram antes do término. Fora isso, muito boa acomodação.",5,Excelente custo-benefício no reveillon
"Hotel muito bom, com ótimas instalações e custo benefício excelente, muito bem localizado em área com vários atrativos, próxima a praia, linda vista e seguro, atendimento ótimo. Voltarei assim que possível!",5,Excelente
"Hospedamos no final do ano no Merlin e foi muito bom, café da manhã maravilhoso, pessoal muito educado, quarto gostoso, área da piscina deliciosa com uma belíssima vista, tudo muito bom e foi um dos melhores custo-benefício nessa época do ano.",5,Excelente
"Olá, Magda!",5,Aniversário do primo
"Olá, Gustavo!",5,Aniversário de Casamento
"Adorei a estadia!!! Cafe da manha muito variado, apartamento confortavel, bem arejado e uma vista maravilhosa. Serviço de praia excelente!!! especial agradecimento ao Daniel Dimottros, que me atendeu no check in:  hiper simpatico, prestativo, educado, gentil e atencioso. Voltarei ao hotel outras vezes por causa dele!!! Super obrigada, Daniel, você fez a diferença na minha estadia!!!",5,Alma carioca
Muito bom o serviço impecável.,5,ATENDIMENTO VIP
"Fantástico. Bem localizado, café da manhã excelente, atendimento impecável. Segurança, limpeza nota dez. vários elevadores para atender o turista. serviço de quarto muito eficiente, enfim, minha família já perguntou quando voltaremos ao Rio.",5,Ótima escolha!
"Já havíamos nos hospedado em outros hotéis no Rio e dessa vez ficamos no Othon palace. Excelente estadia. Quarto muito bom, café da manhã bem diversificado, localização estratégica. Os quartos com vista para a linda praia de Copacabana são os melhores. Bem próximo de uma estação de metrô. Enfim, uma excelente opção no Rio e com certeza voltaremos a nos hospedar.",5,Aniversário Surpreendente
"Prezado hosepde,",5,Hotel excelente!!!
"Olá, Vinícius.",5,"Excelente localização, estrutura e conforto."
"Prezado Sr. Murilo G.,",5,Excelente
"Olá, Carla!",5,Recepção
"Prezada Sra. Bruna R.,",5,Atendimento diferenciado
"Prezada Sra. Leni E,",5,O Rio da Bossa Nova em ambiente moderno
"Já na chegada tivemos a cortesia de receber um quarto de qualidade superior pelo mesmo valor.. O lugar possui uma energia muito boa, é bonito e moderno, a localização é incrível assim como o café da manhã. O atendimento é das excelente e o Guilherme da recepção deu as melhores dicas de lugares para visitar! O empréstimo de materiais de praia é sem duvida um diferencial muito válido a ser citado. Já temos nosso lugar no Rio e voltaremos com toda a certeza!",5,Melhor preço benefício 
